observation_id,strain,concentration_ugml,treatment,timepoint_hrs,biological_replicate,technical_replicate,plate,od600_planktonic,log10_cfu_ml,biofilm_od570,metabolic_rfu,pct_inhibition_od600,pct_inhibition_biofilm,pct_inhibition_metabolic
OBS_00669,Clinical_01,64,AMP-247,12,1,3,Plate_A,0.4269,9.22,0.4338,13482,26.8,-1.0,-24.7
OBS_00670,Clinical_01,64,AMP-247,24,1,1,Plate_A,0.5907,9.11,0.2923,11461,11.0,44.3,15.2
OBS_00671,Clinical_01,64,AMP-247,24,1,2,Plate_A,0.5978,9.53,0.4498,11364,9.9,14.3,15.9
OBS_00672,Clinical_01,64,AMP-247,24,1,3,Plate_A,0.5047,9.3,0.5388,13544,24.0,-2.7,-0.2
OBS_00673,Clinical_01,0,Vehicle,4,2,1,Plate_B,0.4581,9.84,0.5887,5833,-70.7,-94.6,-11.9
OBS_00674,Clinical_01,0,Vehicle,4,2,2,Plate_B,0.4298,9.6,0.4324,6129,-60.2,-43.0,-17.6
OBS_00675,Clinical_01,0,Vehicle,4,2,3,Plate_B,0.4468,9.15,0.4348,4274,-66.5,-43.7,18.0
OBS_00676,Clinical_01,0,Vehicle,8,2,1,Plate_B,0.6202,9.87,0.5418,7212,-34.8,-37.6,11.2
OBS_00677,Clinical_01,0,Vehicle,8,2,2,Plate_B,0.6753,10.15,0.6164,7887,-46.8,-56.6,2.9
OBS_00678,Clinical_01,0,Vehicle,8,2,3,Plate_B,0.5884,9.25,0.5704,11206,-27.9,-44.9,-38.0
OBS_00679,Clinical_01,0,Vehicle,12,2,1,Plate_B,0.7624,10.23,0.5667,12798,-30.7,-31.9,-18.4
OBS_00680,Clinical_01,0,Vehicle,12,2,2,Plate_B,0.7151,9.87,0.5287,12445,-22.6,-23.1,-15.1
OBS_00681,Clinical_01,0,Vehicle,12,2,3,Plate_B,0.807,10.06,0.5283,10105,-38.4,-23.0,6.5
OBS_00682,Clinical_01,0,Vehicle,24,2,1,Plate_B,0.9625,9.93,0.7126,16172,-45.0,-35.8,-19.7
OBS_00683,Clinical_01,0,Vehicle,24,2,2,Plate_B,0.8893,9.44,0.7636,14978,-34.0,-45.5,-10.9
OBS_00684,Clinical_01,0,Vehicle,24,2,3,Plate_B,0.8202,9.69,0.5897,14286,-23.6,-12.3,-5.7
OBS_00685,Clinical_01,1,AMP-247,4,2,1,Plate_B,0.4547,9.15,0.4022,10506,-69.4,-33.0,-101.6
OBS_00686,Clinical_01,1,AMP-247,4,2,2,Plate_B,0.4766,9.11,0.2665,6347,-77.6,11.9,-21.8
OBS_00687,Clinical_01,1,AMP-247,4,2,3,Plate_B,0.5004,9.0,0.3202,7653,-86.5,-5.9,-46.8
OBS_00688,Clinical_01,1,AMP-247,8,2,1,Plate_B,0.6674,9.71,0.5017,8837,-45.1,-27.5,-8.8
OBS_00689,Clinical_01,1,AMP-247,8,2,2,Plate_B,0.4637,9.32,0.519,10906,-0.8,-31.9,-34.3
OBS_00690,Clinical_01,1,AMP-247,8,2,3,Plate_B,0.6719,9.65,0.6214,6688,-46.0,-57.9,17.7
OBS_00691,Clinical_01,1,AMP-247,12,2,1,Plate_B,0.6613,10.29,0.5697,11135,-13.4,-32.6,-3.0
OBS_00692,Clinical_01,1,AMP-247,12,2,2,Plate_B,0.7432,10.09,0.671,10290,-27.4,-56.2,4.8
OBS_00693,Clinical_01,1,AMP-247,12,2,3,Plate_B,0.8483,10.02,0.619,8244,-45.5,-44.1,23.8
OBS_00694,Clinical_01,1,AMP-247,24,2,1,Plate_B,0.8355,10.42,0.7167,13519,-25.9,-36.5,-0.1
OBS_00695,Clinical_01,1,AMP-247,24,2,2,Plate_B,0.9042,9.97,0.614,13275,-36.2,-17.0,1.7
OBS_00696,Clinical_01,1,AMP-247,24,2,3,Plate_B,0.8676,10.17,0.672,11614,-30.7,-28.0,14.0
OBS_00697,Clinical_01,2,AMP-247,4,2,1,Plate_B,0.5626,9.91,0.4659,5669,-109.7,-54.0,-8.8
OBS_00698,Clinical_01,2,AMP-247,4,2,2,Plate_B,0.4443,9.23,0.4289,6210,-65.6,-41.8,-19.1
OBS_00699,Clinical_01,2,AMP-247,4,2,3,Plate_B,0.4802,9.53,0.4198,6671,-78.9,-38.8,-28.0
OBS_00700,Clinical_01,2,AMP-247,8,2,1,Plate_B,0.605,9.48,0.498,7163,-31.5,-26.5,11.8
OBS_00701,Clinical_01,2,AMP-247,8,2,2,Plate_B,0.5653,9.06,0.4711,7800,-22.9,-19.7,4.0
OBS_00702,Clinical_01,2,AMP-247,8,2,3,Plate_B,0.6639,9.66,0.3971,8359,-44.3,-0.9,-2.9
OBS_00703,Clinical_01,2,AMP-247,12,2,1,Plate_B,0.695,9.96,0.5379,11069,-19.2,-25.2,-2.4
OBS_00704,Clinical_01,2,AMP-247,12,2,2,Plate_B,0.7778,9.68,0.6635,12106,-33.4,-54.5,-12.0
OBS_00705,Clinical_01,2,AMP-247,12,2,3,Plate_B,0.8824,9.81,0.4862,11944,-51.3,-13.2,-10.5
OBS_00706,Clinical_01,2,AMP-247,24,2,1,Plate_B,0.8481,9.98,0.7628,12685,-27.8,-45.3,6.1
OBS_00707,Clinical_01,2,AMP-247,24,2,2,Plate_B,0.834,9.93,0.6448,14658,-25.7,-22.8,-8.5
OBS_00708,Clinical_01,2,AMP-247,24,2,3,Plate_B,0.8525,10.38,0.7377,12760,-28.5,-40.5,5.6
OBS_00709,Clinical_01,4,AMP-247,4,2,1,Plate_B,0.4068,9.62,0.4378,6978,-51.6,-44.7,-33.9
OBS_00710,Clinical_01,4,AMP-247,4,2,2,Plate_B,0.4125,9.37,0.3238,4369,-53.7,-7.0,16.2
OBS_00711,Clinical_01,4,AMP-247,4,2,3,Plate_B,0.468,9.33,0.3876,4967,-74.4,-28.1,4.7
OBS_00712,Clinical_01,4,AMP-247,8,2,1,Plate_B,0.7446,9.84,0.5773,8884,-61.8,-46.7,-9.4
OBS_00713,Clinical_01,4,AMP-247,8,2,2,Plate_B,0.6401,9.68,0.4332,9009,-39.1,-10.1,-10.9
OBS_00714,Clinical_01,4,AMP-247,8,2,3,Plate_B,0.747,10.12,0.5524,9811,-62.4,-40.3,-20.8
OBS_00715,Clinical_01,4,AMP-247,12,2,1,Plate_B,0.7356,9.5,0.6108,9652,-26.1,-42.2,10.7
OBS_00716,Clinical_01,4,AMP-247,12,2,2,Plate_B,0.8549,9.79,0.4328,8932,-46.6,-0.8,17.4
OBS_00717,Clinical_01,4,AMP-247,12,2,3,Plate_B,0.6382,9.97,0.5331,8654,-9.4,-24.1,20.0
OBS_00718,Clinical_01,4,AMP-247,24,2,1,Plate_B,0.9247,9.99,0.5945,14075,-39.3,-13.3,-4.2
OBS_00719,Clinical_01,4,AMP-247,24,2,2,Plate_B,0.8995,10.7,0.6673,14095,-35.5,-27.1,-4.3
OBS_00720,Clinical_01,4,AMP-247,24,2,3,Plate_B,0.8871,9.54,0.635,12768,-33.7,-21.0,5.5
OBS_00721,Clinical_01,8,AMP-247,4,2,1,Plate_B,0.4586,9.58,0.346,8065,-70.9,-14.4,-54.7
OBS_00722,Clinical_01,8,AMP-247,4,2,2,Plate_B,0.3791,9.44,0.2751,6049,-41.3,9.1,-16.1
OBS_00723,Clinical_01,8,AMP-247,4,2,3,Plate_B,0.3923,9.24,0.5073,4370,-46.2,-67.7,16.2
OBS_00724,Clinical_01,8,AMP-247,8,2,1,Plate_B,0.6589,10.58,0.5335,11141,-43.2,-35.5,-37.2
OBS_00725,Clinical_01,8,AMP-247,8,2,2,Plate_B,0.6176,9.8,0.4582,10904,-34.2,-16.4,-34.2
OBS_00726,Clinical_01,8,AMP-247,8,2,3,Plate_B,0.6314,9.36,0.591,6494,-37.2,-50.1,20.0
OBS_00727,Clinical_01,8,AMP-247,12,2,1,Plate_B,0.8,9.63,0.5434,10042,-37.2,-26.5,7.1
OBS_00728,Clinical_01,8,AMP-247,12,2,2,Plate_B,0.7388,10.51,0.5511,11386,-26.7,-28.3,-5.3
OBS_00729,Clinical_01,8,AMP-247,12,2,3,Plate_B,0.6141,9.86,0.455,9475,-5.3,-5.9,12.4
OBS_00730,Clinical_01,8,AMP-247,24,2,1,Plate_B,0.8201,9.97,0.5269,14976,-23.6,-0.4,-10.8
OBS_00731,Clinical_01,8,AMP-247,24,2,2,Plate_B,0.8304,9.9,0.5305,10234,-25.1,-1.1,24.3
OBS_00732,Clinical_01,8,AMP-247,24,2,3,Plate_B,0.8585,10.41,0.5225,14943,-29.4,0.5,-10.6
OBS_00733,Clinical_01,16,AMP-247,4,2,1,Plate_B,0.5621,8.83,0.3104,8307,-109.5,-2.6,-59.4
OBS_00734,Clinical_01,16,AMP-247,4,2,2,Plate_B,0.5123,8.91,0.4485,4519,-90.9,-48.3,13.3
OBS_00735,Clinical_01,16,AMP-247,4,2,3,Plate_B,0.4901,9.28,0.3084,5494,-82.6,-2.0,-5.4
OBS_00736,Clinical_01,16,AMP-247,8,2,1,Plate_B,0.6628,9.82,0.3803,7947,-44.1,3.4,2.2
OBS_00737,Clinical_01,16,AMP-247,8,2,2,Plate_B,0.5537,9.45,0.5917,10906,-20.4,-50.3,-34.3
OBS_00738,Clinical_01,16,AMP-247,8,2,3,Plate_B,0.6799,9.71,0.4759,8828,-47.8,-20.9,-8.7
OBS_00739,Clinical_01,16,AMP-247,12,2,1,Plate_B,0.7155,9.34,0.5794,11153,-22.7,-34.9,-3.1
OBS_00740,Clinical_01,16,AMP-247,12,2,2,Plate_B,0.7457,9.75,0.7862,11886,-27.9,-83.1,-9.9
OBS_00741,Clinical_01,16,AMP-247,12,2,3,Plate_B,0.7357,10.25,0.5577,8231,-26.2,-29.8,23.9
OBS_00742,Clinical_01,16,AMP-247,24,2,1,Plate_B,0.8126,9.84,0.549,9492,-22.4,-4.6,29.7
OBS_00743,Clinical_01,16,AMP-247,24,2,2,Plate_B,0.9257,10.16,0.7152,12732,-39.5,-36.3,5.8
OBS_00744,Clinical_01,16,AMP-247,24,2,3,Plate_B,0.8392,10.15,0.553,14658,-26.4,-5.4,-8.5
OBS_00745,Clinical_01,32,AMP-247,4,2,1,Plate_B,0.4697,9.17,0.4463,9354,-75.0,-47.5,-79.5
OBS_00746,Clinical_01,32,AMP-247,4,2,2,Plate_B,0.4615,9.28,0.3506,2431,-72.0,-15.9,53.4
OBS_00747,Clinical_01,32,AMP-247,4,2,3,Plate_B,0.4715,9.42,0.3491,3034,-75.7,-15.4,41.8
OBS_00748,Clinical_01,32,AMP-247,8,2,1,Plate_B,0.7725,9.3,0.4772,10152,-67.9,-21.2,-25.0
OBS_00749,Clinical_01,32,AMP-247,8,2,2,Plate_B,0.6539,9.28,0.4606,10899,-42.1,-17.0,-34.2
OBS_00750,Clinical_01,32,AMP-247,8,2,3,Plate_B,0.6609,9.61,0.5146,10917,-43.7,-30.7,-34.4
OBS_00751,Clinical_01,32,AMP-247,12,2,1,Plate_B,0.7958,10.17,0.5399,9558,-36.5,-25.7,11.6
OBS_00752,Clinical_01,32,AMP-247,12,2,2,Plate_B,0.7777,10.62,0.6411,8860,-33.4,-49.3,18.1
OBS_00753,Clinical_01,32,AMP-247,12,2,3,Plate_B,0.6944,9.9,0.6715,11270,-19.1,-56.3,-4.2
OBS_00754,Clinical_01,32,AMP-247,24,2,1,Plate_B,0.908,10.57,0.6299,10233,-36.8,-20.0,24.3
OBS_00755,Clinical_01,32,AMP-247,24,2,2,Plate_B,0.8892,10.1,0.726,14752,-34.0,-38.3,-9.2
OBS_00756,Clinical_01,32,AMP-247,24,2,3,Plate_B,0.9398,10.03,0.6424,13393,-41.6,-22.4,0.9
OBS_00757,Clinical_01,64,AMP-247,4,2,1,Plate_B,0.4618,9.1,0.4451,6385,-72.1,-47.2,-22.5
OBS_00758,Clinical_01,64,AMP-247,4,2,2,Plate_B,0.5011,9.34,0.3102,7141,-86.7,-2.6,-37.0
OBS_00759,Clinical_01,64,AMP-247,4,2,3,Plate_B,0.4141,9.53,0.3935,4462,-54.3,-30.1,14.4
OBS_00760,Clinical_01,64,AMP-247,8,2,1,Plate_B,0.6813,9.87,0.4606,8586,-48.1,-17.0,-5.7
OBS_00761,Clinical_01,64,AMP-247,8,2,2,Plate_B,0.4818,9.77,0.4888,10124,-4.7,-24.2,-24.6
OBS_00762,Clinical_01,64,AMP-247,8,2,3,Plate_B,0.6426,9.62,0.443,7272,-39.7,-12.5,10.5
OBS_00763,Clinical_01,64,AMP-247,12,2,1,Plate_B,0.8527,9.66,0.6706,10914,-46.2,-56.1,-0.9
OBS_00764,Clinical_01,64,AMP-247,12,2,2,Plate_B,0.7271,10.08,0.6454,10775,-24.7,-50.3,0.4
OBS_00765,Clinical_01,64,AMP-247,12,2,3,Plate_B,0.6844,9.95,0.782,11690,-17.4,-82.1,-8.1
OBS_00766,Clinical_01,64,AMP-247,24,2,1,Plate_B,0.9854,10.22,0.718,12141,-48.5,-36.8,10.1
OBS_00767,Clinical_01,64,AMP-247,24,2,2,Plate_B,0.8474,10.23,0.4439,12394,-27.7,15.4,8.3
OBS_00768,Clinical_01,64,AMP-247,24,2,3,Plate_B,0.8762,9.94,0.6972,14333,-32.0,-32.8,-6.1
OBS_00769,Clinical_01,0,Vehicle,4,3,1,Plate_C,0.2071,9.41,0.2911,5481,22.8,3.8,-5.2
OBS_00770,Clinical_01,0,Vehicle,4,3,2,Plate_C,0.2854,9.12,0.1452,4428,-6.4,52.0,15.0
OBS_00771,Clinical_01,0,Vehicle,4,3,3,Plate_C,0.2375,8.93,0.159,4519,11.5,47.4,13.3
OBS_00772,Clinical_01,0,Vehicle,8,3,1,Plate_C,0.3667,9.35,0.4314,4962,20.3,-9.6,38.9
OBS_00773,Clinical_01,0,Vehicle,8,3,2,Plate_C,0.3858,9.05,0.3144,9724,16.1,20.1,-19.7
OBS_00774,Clinical_01,0,Vehicle,8,3,3,Plate_C,0.6142,9.45,0.3356,7338,-33.5,14.7,9.7
OBS_00775,Clinical_01,0,Vehicle,12,3,1,Plate_C,0.6101,10.44,0.4492,11361,-4.6,-4.6,-5.1
OBS_00776,Clinical_01,0,Vehicle,12,3,2,Plate_C,0.6039,9.92,0.4767,10783,-3.6,-11.0,0.3
OBS_00777,Clinical_01,0,Vehicle,12,3,3,Plate_C,0.514,9.65,0.2994,9007,11.9,30.3,16.7
OBS_00778,Clinical_01,0,Vehicle,24,3,1,Plate_C,0.5786,9.84,0.5664,14275,12.8,-7.9,-5.7
OBS_00779,Clinical_01,0,Vehicle,24,3,2,Plate_C,0.6781,9.71,0.3623,10712,-2.2,31.0,20.7
OBS_00780,Clinical_01,0,Vehicle,24,3,3,Plate_C,0.5438,9.37,0.4321,11475,18.1,17.7,15.1
OBS_00781,Clinical_01,1,AMP-247,4,3,1,Plate_C,0.226,8.9,0.2958,5841,15.8,2.2,-12.1
OBS_00782,Clinical_01,1,AMP-247,4,3,2,Plate_C,0.3354,9.2,0.0607,4734,-25.0,79.9,9.2
OBS_00783,Clinical_01,1,AMP-247,4,3,3,Plate_C,0.2643,9.54,0.1287,5521,1.5,57.5,-5.9
OBS_00784,Clinical_01,1,AMP-247,8,3,1,Plate_C,0.3854,9.51,0.3911,10662,16.2,0.6,-31.3
OBS_00785,Clinical_01,1,AMP-247,8,3,2,Plate_C,0.4077,9.33,0.4061,10300,11.4,-3.2,-26.8
OBS_00786,Clinical_01,1,AMP-247,8,3,3,Plate_C,0.3732,9.11,0.3244,9604,18.9,17.6,-18.2
OBS_00787,Clinical_01,1,AMP-247,12,3,1,Plate_C,0.4952,9.65,0.3994,9762,15.1,7.0,9.7
OBS_00788,Clinical_01,1,AMP-247,12,3,2,Plate_C,0.4634,9.92,0.3924,11344,20.5,8.6,-4.9
OBS_00789,Clinical_01,1,AMP-247,12,3,3,Plate_C,0.5508,9.6,0.4709,10175,5.5,-9.6,5.9
OBS_00790,Clinical_01,1,AMP-247,24,3,1,Plate_C,0.6056,9.95,0.4253,14678,8.7,19.0,-8.6
OBS_00791,Clinical_01,1,AMP-247,24,3,2,Plate_C,0.5686,10.32,0.5897,15313,14.3,-12.3,-13.3
OBS_00792,Clinical_01,1,AMP-247,24,3,3,Plate_C,0.7134,9.76,0.2677,16786,-7.5,49.0,-24.2
OBS_00793,Clinical_01,2,AMP-247,4,3,1,Plate_C,0.3516,9.45,0.218,3628,-31.0,27.9,30.4
OBS_00794,Clinical_01,2,AMP-247,4,3,2,Plate_C,0.162,9.06,0.3822,7025,39.6,-26.4,-34.8
OBS_00795,Clinical_01,2,AMP-247,4,3,3,Plate_C,0.1625,9.64,0.1693,6920,39.4,44.0,-32.8
OBS_00796,Clinical_01,2,AMP-247,8,3,1,Plate_C,0.3602,9.08,0.2915,8545,21.7,25.9,-5.2
OBS_00797,Clinical_01,2,AMP-247,8,3,2,Plate_C,0.4113,8.91,0.263,7174,10.6,33.2,11.7
OBS_00798,Clinical_01,2,AMP-247,8,3,3,Plate_C,0.2837,9.43,0.4094,7283,38.3,-4.0,10.3
OBS_00799,Clinical_01,2,AMP-247,12,3,1,Plate_C,0.4782,9.61,0.4351,10079,18.0,-1.3,6.8
OBS_00800,Clinical_01,2,AMP-247,12,3,2,Plate_C,0.4462,9.37,0.3631,12067,23.5,15.5,-11.6
OBS_00801,Clinical_01,2,AMP-247,12,3,3,Plate_C,0.4194,9.38,0.3827,10023,28.1,10.9,7.3
OBS_00802,Clinical_01,2,AMP-247,24,3,1,Plate_C,0.7157,9.93,0.6495,13274,-7.8,-23.7,1.8
OBS_00803,Clinical_01,2,AMP-247,24,3,2,Plate_C,0.7128,9.75,0.3919,12459,-7.4,25.3,7.8
OBS_00804,Clinical_01,2,AMP-247,24,3,3,Plate_C,0.6096,9.88,0.5036,10094,8.1,4.1,25.3
OBS_00805,Clinical_01,4,AMP-247,4,3,1,Plate_C,0.2246,8.84,0.0903,6346,16.3,70.1,-21.8
OBS_00806,Clinical_01,4,AMP-247,4,3,2,Plate_C,0.2191,8.7,0.202,6268,18.4,33.2,-20.3
OBS_00807,Clinical_01,4,AMP-247,4,3,3,Plate_C,0.3184,8.8,0.1776,5252,-18.7,41.3,-0.8
OBS_00808,Clinical_01,4,AMP-247,8,3,1,Plate_C,0.3366,9.28,0.1572,6185,26.8,60.1,23.9
OBS_00809,Clinical_01,4,AMP-247,8,3,2,Plate_C,0.4791,9.02,0.2671,8984,-4.1,32.1,-10.6
OBS_00810,Clinical_01,4,AMP-247,8,3,3,Plate_C,0.4128,9.71,0.2359,8594,10.3,40.1,-5.8
OBS_00811,Clinical_01,4,AMP-247,12,3,1,Plate_C,0.5383,9.66,0.3642,10335,7.7,15.2,4.4
OBS_00812,Clinical_01,4,AMP-247,12,3,2,Plate_C,0.4673,10.39,0.3504,8167,19.9,18.4,24.5
OBS_00813,Clinical_01,4,AMP-247,12,3,3,Plate_C,0.5897,9.63,0.2322,12420,-1.1,45.9,-14.9
OBS_00814,Clinical_01,4,AMP-247,24,3,1,Plate_C,0.577,9.86,0.5219,11655,13.1,0.6,13.7
OBS_00815,Clinical_01,4,AMP-247,24,3,2,Plate_C,0.6452,9.71,0.4648,13696,2.8,11.4,-1.4
OBS_00816,Clinical_01,4,AMP-247,24,3,3,Plate_C,0.626,10.32,0.4848,11480,5.7,7.6,15.0
OBS_00817,Clinical_01,8,AMP-247,4,3,1,Plate_C,0.1408,9.43,0.3555,3719,47.5,-17.5,28.6
OBS_00818,Clinical_01,8,AMP-247,4,3,2,Plate_C,0.1272,8.72,0.2865,6226,52.6,5.3,-19.5
OBS_00819,Clinical_01,8,AMP-247,4,3,3,Plate_C,0.2599,9.43,0.1309,6172,3.1,56.7,-18.4
OBS_00820,Clinical_01,8,AMP-247,8,3,1,Plate_C,0.3735,8.72,0.3416,8423,18.8,13.2,-3.7
OBS_00821,Clinical_01,8,AMP-247,8,3,2,Plate_C,0.4663,9.95,0.4144,8797,-1.4,-5.3,-8.3
OBS_00822,Clinical_01,8,AMP-247,8,3,3,Plate_C,0.4634,9.49,0.2621,10255,-0.7,33.4,-26.3
OBS_00823,Clinical_01,8,AMP-247,12,3,1,Plate_C,0.5836,9.36,0.4301,9492,-0.1,-0.1,12.2
OBS_00824,Clinical_01,8,AMP-247,12,3,2,Plate_C,0.5227,9.66,0.3853,9664,10.4,10.3,10.6
OBS_00825,Clinical_01,8,AMP-247,12,3,3,Plate_C,0.5284,9.04,0.5185,9975,9.4,-20.7,7.8
OBS_00826,Clinical_01,8,AMP-247,24,3,1,Plate_C,0.6556,9.76,0.4519,10740,1.2,13.9,20.5
OBS_00827,Clinical_01,8,AMP-247,24,3,2,Plate_C,0.6306,10.1,0.3408,12491,5.0,35.1,7.5
OBS_00828,Clinical_01,8,AMP-247,24,3,3,Plate_C,0.5522,9.72,0.4784,11503,16.8,8.9,14.9
OBS_00829,Clinical_01,16,AMP-247,4,3,1,Plate_C,0.1944,9.0,0.1622,7619,27.6,46.4,-46.2
OBS_00830,Clinical_01,16,AMP-247,4,3,2,Plate_C,0.3201,9.01,0.0945,4258,-19.3,68.8,18.3
OBS_00831,Clinical_01,16,AMP-247,4,3,3,Plate_C,0.1624,8.72,0.1397,4909,39.5,53.8,5.8
OBS_00832,Clinical_01,16,AMP-247,8,3,1,Plate_C,0.3634,9.52,0.3329,6748,21.0,15.4,16.9
OBS_00833,Clinical_01,16,AMP-247,8,3,2,Plate_C,0.4095,9.21,0.3616,10330,11.0,8.1,-27.2
OBS_00834,Clinical_01,16,AMP-247,8,3,3,Plate_C,0.4263,9.53,0.3537,5807,7.3,10.1,28.5
OBS_00835,Clinical_01,16,AMP-247,12,3,1,Plate_C,0.4976,9.56,0.3766,9807,14.7,12.3,9.3
OBS_00836,Clinical_01,16,AMP-247,12,3,2,Plate_C,0.4784,9.78,0.443,9619,18.0,-3.1,11.0
OBS_00837,Clinical_01,16,AMP-247,12,3,3,Plate_C,0.5797,10.12,0.5514,9842,0.6,-28.4,9.0
OBS_00838,Clinical_01,16,AMP-247,24,3,1,Plate_C,0.6681,9.72,0.578,12135,-0.7,-10.1,10.2
OBS_00839,Clinical_01,16,AMP-247,24,3,2,Plate_C,0.5735,10.17,0.5051,11405,13.6,3.8,15.6
OBS_00840,Clinical_01,16,AMP-247,24,3,3,Plate_C,0.5774,10.03,0.4407,10772,13.0,16.0,20.3
OBS_00841,Clinical_01,32,AMP-247,4,3,1,Plate_C,0.25,8.59,0.2059,6412,6.8,31.9,-23.0
OBS_00842,Clinical_01,32,AMP-247,4,3,2,Plate_C,0.198,9.31,0.1823,4709,26.2,39.7,9.7
OBS_00843,Clinical_01,32,AMP-247,4,3,3,Plate_C,0.1688,8.71,0.0866,4954,37.1,71.4,5.0
OBS_00844,Clinical_01,32,AMP-247,8,3,1,Plate_C,0.4705,9.39,0.2619,9798,-2.3,33.5,-20.6
OBS_00845,Clinical_01,32,AMP-247,8,3,2,Plate_C,0.4413,9.2,0.2669,7682,4.1,32.2,5.4
OBS_00846,Clinical_01,32,AMP-247,8,3,3,Plate_C,0.4516,9.55,0.3726,7982,1.8,5.3,1.7
OBS_00847,Clinical_01,32,AMP-247,12,3,1,Plate_C,0.4918,9.52,0.4989,11589,15.7,-16.2,-7.2
OBS_00848,Clinical_01,32,AMP-247,12,3,2,Plate_C,0.4745,9.42,0.4226,8617,18.6,1.6,20.3
OBS_00849,Clinical_01,32,AMP-247,12,3,3,Plate_C,0.472,8.83,0.526,11279,19.1,-22.5,-4.3
OBS_00850,Clinical_01,32,AMP-247,24,3,1,Plate_C,0.5774,9.23,0.5802,12264,13.0,-10.5,9.2
OBS_00851,Clinical_01,32,AMP-247,24,3,2,Plate_C,0.6178,9.86,0.3736,12523,6.9,28.8,7.3
OBS_00852,Clinical_01,32,AMP-247,24,3,3,Plate_C,0.6203,10.08,0.5198,14794,6.5,1.0,-9.5
OBS_00853,Clinical_01,64,AMP-247,4,3,1,Plate_C,0.3634,9.24,0.2205,8020,-35.4,27.1,-53.9
OBS_00854,Clinical_01,64,AMP-247,4,3,2,Plate_C,0.1258,8.7,0.1152,5993,53.1,61.9,-15.0
OBS_00855,Clinical_01,64,AMP-247,4,3,3,Plate_C,0.1861,8.48,0.3721,4151,30.6,-23.0,20.4
OBS_00856,Clinical_01,64,AMP-247,8,3,1,Plate_C,0.3809,9.23,0.179,8033,17.2,54.5,1.1
OBS_00857,Clinical_01,64,AMP-247,8,3,2,Plate_C,0.356,9.89,0.3632,7491,22.6,7.7,7.8
OBS_00858,Clinical_01,64,AMP-247,8,3,3,Plate_C,0.4089,9.5,0.289,8983,11.1,26.6,-10.6
OBS_00859,Clinical_01,64,AMP-247,12,3,1,Plate_C,0.5973,9.14,0.3168,9261,-2.4,26.2,14.4
OBS_00860,Clinical_01,64,AMP-247,12,3,2,Plate_C,0.5876,9.23,0.5365,7427,-0.8,-24.9,31.3
OBS_00861,Clinical_01,64,AMP-247,12,3,3,Plate_C,0.4998,9.55,0.4148,12262,14.3,3.4,-13.4
OBS_00862,Clinical_01,64,AMP-247,24,3,1,Plate_C,0.5351,9.76,0.5716,14098,19.4,-8.9,-4.3
OBS_00863,Clinical_01,64,AMP-247,24,3,2,Plate_C,0.692,10.12,0.4297,14447,-4.3,18.1,-6.9
OBS_00864,Clinical_01,64,AMP-247,24,3,3,Plate_C,0.6693,9.67,0.6526,12867,-0.8,-24.3,4.8
OBS_00865,Clinical_02,0,Vehicle,4,1,1,Plate_A,0.4361,9.68,0.338,5429,-18.3,-6.0,19.2
OBS_00866,Clinical_02,0,Vehicle,4,1,2,Plate_A,0.4527,10.01,0.4378,6830,-22.8,-37.3,-1.7
OBS_00867,Clinical_02,0,Vehicle,4,1,3,Plate_A,0.4807,9.21,0.4395,6582,-30.4,-37.9,2.0
OBS_00868,Clinical_02,0,Vehicle,8,1,1,Plate_A,0.6564,9.64,0.4,9874,-11.5,13.0,3.3
OBS_00869,Clinical_02,0,Vehicle,8,1,2,Plate_A,0.5654,9.63,0.5142,10657,4.0,-11.9,-4.4
OBS_00870,Clinical_02,0,Vehicle,8,1,3,Plate_A,0.7316,10.03,0.5377,9569,-24.2,-17.0,6.3
OBS_00871,Clinical_02,0,Vehicle,12,1,1,Plate_A,0.7522,9.8,0.5485,12055,-6.4,2.7,3.1
OBS_00872,Clinical_02,0,Vehicle,12,1,2,Plate_A,0.7577,10.33,0.6047,14154,-7.2,-7.3,-13.7
OBS_00873,Clinical_02,0,Vehicle,12,1,3,Plate_A,0.7395,10.15,0.6346,13835,-4.6,-12.6,-11.2
OBS_00874,Clinical_02,0,Vehicle,24,1,1,Plate_A,0.9821,10.33,0.7635,10469,-7.1,-16.5,26.5
OBS_00875,Clinical_02,0,Vehicle,24,1,2,Plate_A,1.0324,9.98,0.7355,16772,-12.6,-12.2,-17.7
OBS_00876,Clinical_02,0,Vehicle,24,1,3,Plate_A,1.0306,10.75,0.6478,14227,-12.4,1.2,0.1
OBS_00877,Clinical_02,1,AMP-247,4,1,1,Plate_A,0.4012,8.6,0.3502,7777,-8.8,-9.8,-15.8
OBS_00878,Clinical_02,1,AMP-247,4,1,2,Plate_A,0.415,9.46,0.4654,5866,-12.6,-46.0,12.7
OBS_00879,Clinical_02,1,AMP-247,4,1,3,Plate_A,0.3733,9.32,0.4035,3882,-1.2,-26.6,42.2
OBS_00880,Clinical_02,1,AMP-247,8,1,1,Plate_A,0.6988,9.74,0.6577,7812,-18.7,-43.1,23.5
OBS_00881,Clinical_02,1,AMP-247,8,1,2,Plate_A,0.7245,9.86,0.5976,9314,-23.0,-30.0,8.8
OBS_00882,Clinical_02,1,AMP-247,8,1,3,Plate_A,0.6699,9.57,0.4015,9221,-13.8,12.6,9.7
OBS_00883,Clinical_02,1,AMP-247,12,1,1,Plate_A,0.7263,10.0,0.4976,10585,-2.7,11.7,14.9
